food_id,factor_key,raw_value,numeric_value,value_qualifier
19-481,edible_proportion,1.00,1.0,measured_or_calculated
19-482,edible_proportion,1.00,1.0,measured_or_calculated
19-523,edible_proportion,1.00,1.0,measured_or_calculated
19-523,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
15-186,edible_proportion,1.00,1.0,measured_or_calculated
15-651,edible_proportion,1.00,1.0,measured_or_calculated
15-188,edible_proportion,1.00,1.0,measured_or_calculated
12-373,edible_proportion,1.00,1.0,measured_or_calculated
12-373,specific_gravity,1.06,1.06,measured_or_calculated
12-373,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-373,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
15-190,edible_proportion,1.00,1.0,measured_or_calculated
15-813,edible_proportion,1.00,1.0,measured_or_calculated
15-814,edible_proportion,1.00,1.0,measured_or_calculated
15-815,edible_proportion,1.00,1.0,measured_or_calculated
13-625,edible_proportion,1,1.0,measured_or_calculated
13-625,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-625,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-624,edible_proportion,0.66,0.66,measured_or_calculated
13-624,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-624,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-626,edible_proportion,1,1.0,measured_or_calculated
13-626,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-626,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-602,edible_proportion,1.00,1.0,measured_or_calculated
17-762,edible_proportion,1.00,1.0,measured_or_calculated
17-762,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-806,edible_proportion,1.00,1.0,measured_or_calculated
14-277,edible_proportion,1.00,1.0,measured_or_calculated
14-278,edible_proportion,0.35,0.35,measured_or_calculated
14-337,edible_proportion,1.00,1.0,measured_or_calculated
14-337,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-380,edible_proportion,0.77,0.77,measured_or_calculated
16-380,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-380,glycerol_conversion_factor,0.700,0.7,measured_or_calculated
16-379,edible_proportion,0.72,0.72,measured_or_calculated
16-379,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-379,glycerol_conversion_factor,0.700,0.7,measured_or_calculated
16-478,edible_proportion,1.00,1.0,measured_or_calculated
16-478,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-478,glycerol_conversion_factor,0.700,0.7,measured_or_calculated
16-496,edible_proportion,0.77,0.77,measured_or_calculated
16-496,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-087,edible_proportion,1.00,1.0,measured_or_calculated
17-179,edible_proportion,1.00,1.0,measured_or_calculated
17-179,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-807,edible_proportion,1.00,1.0,measured_or_calculated
14-130,edible_proportion,0.64,0.64,measured_or_calculated
14-129,edible_proportion,1.00,1.0,measured_or_calculated
14-128,edible_proportion,0.99,0.99,measured_or_calculated
14-128,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
15-200,edible_proportion,1.00,1.0,measured_or_calculated
15-201,edible_proportion,1.00,1.0,measured_or_calculated
15-817,edible_proportion,1.00,1.0,measured_or_calculated
15-818,edible_proportion,1.00,1.0,measured_or_calculated
15-819,edible_proportion,1.00,1.0,measured_or_calculated
15-820,edible_proportion,1.00,1.0,measured_or_calculated
15-821,edible_proportion,1.00,1.0,measured_or_calculated
15-198,edible_proportion,1.00,1.0,measured_or_calculated
15-199,edible_proportion,1.00,1.0,measured_or_calculated
13-661,edible_proportion,1,1.0,measured_or_calculated
13-661,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-661,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-089,edible_proportion,1.00,1.0,measured_or_calculated
13-658,edible_proportion,1,1.0,measured_or_calculated
13-658,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-658,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-657,edible_proportion,1,1.0,measured_or_calculated
13-657,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-657,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-520,edible_proportion,0.82,0.82,measured_or_calculated
13-520,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-201,edible_proportion,1.00,1.0,measured_or_calculated
17-200,edible_proportion,1.00,1.0,measured_or_calculated
17-200,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-279,edible_proportion,1.00,1.0,measured_or_calculated
14-131,edible_proportion,1.00,1.0,measured_or_calculated
14-132,edible_proportion,0.74,0.74,measured_or_calculated
16-091,edible_proportion,N,,present_amount_unknown
17-768,edible_proportion,1.00,1.0,measured_or_calculated
17-768,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
17-244,edible_proportion,1.00,1.0,measured_or_calculated
17-245,edible_proportion,1.00,1.0,measured_or_calculated
17-777,edible_proportion,1.00,1.0,measured_or_calculated
17-777,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-777,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
13-833,edible_proportion,1.00,1.0,measured_or_calculated
19-603,edible_proportion,1.00,1.0,measured_or_calculated
19-604,edible_proportion,1.00,1.0,measured_or_calculated
19-106,edible_proportion,1.00,1.0,measured_or_calculated
18-410,edible_proportion,1.00,1.0,measured_or_calculated
18-409,edible_proportion,1.00,1.0,measured_or_calculated
18-412,edible_proportion,1.00,1.0,measured_or_calculated
18-411,edible_proportion,1.00,1.0,measured_or_calculated
18-411,glycerol_conversion_factor,0.740,0.74,measured_or_calculated
18-494,edible_proportion,1.00,1.0,measured_or_calculated
18-494,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-494,glycerol_conversion_factor,0.741,0.741,measured_or_calculated
18-413,edible_proportion,1.00,1.0,measured_or_calculated
18-413,glycerol_conversion_factor,0.740,0.74,measured_or_calculated
18-415,edible_proportion,1.00,1.0,measured_or_calculated
18-416,edible_proportion,1.00,1.0,measured_or_calculated
18-417,edible_proportion,1.00,1.0,measured_or_calculated
18-417,glycerol_conversion_factor,0.740,0.74,measured_or_calculated
18-418,edible_proportion,1.00,1.0,measured_or_calculated
16-332,edible_proportion,1.00,1.0,measured_or_calculated
16-332,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-332,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-343,edible_proportion,0.36,0.36,measured_or_calculated
14-133,edible_proportion,1.00,1.0,measured_or_calculated
14-134,edible_proportion,1.00,1.0,measured_or_calculated
14-135,edible_proportion,1.00,1.0,measured_or_calculated
12-390,edible_proportion,1.00,1.0,measured_or_calculated
12-390,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-390,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-389,edible_proportion,1.00,1.0,measured_or_calculated
12-389,specific_gravity,0.87,0.87,measured_or_calculated
12-389,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-389,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
14-138,edible_proportion,0.45,0.45,measured_or_calculated
14-139,edible_proportion,1.00,1.0,measured_or_calculated
14-137,edible_proportion,1.00,1.0,measured_or_calculated
14-140,edible_proportion,0.63,0.63,measured_or_calculated
13-271,edible_proportion,0.85,0.85,measured_or_calculated
17-761,edible_proportion,1.00,1.0,measured_or_calculated
17-761,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-136,edible_proportion,1.00,1.0,measured_or_calculated
14-143,edible_proportion,0.62,0.62,measured_or_calculated
14-142,edible_proportion,1.00,1.0,measured_or_calculated
14-142,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-891,edible_proportion,1.00,1.0,measured_or_calculated
14-891,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
11-954,edible_proportion,1.00,1.0,measured_or_calculated
12-951,edible_proportion,1.00,1.0,measured_or_calculated
13-834,edible_proportion,1.00,1.0,measured_or_calculated
16-394,edible_proportion,1,1.0,measured_or_calculated
16-394,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-394,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-479,edible_proportion,1.00,1.0,measured_or_calculated
16-479,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-479,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-393,edible_proportion,0.62,0.62,measured_or_calculated
16-393,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-393,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-414,edible_proportion,0.91,0.91,measured_or_calculated
16-414,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-414,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
17-651,edible_proportion,1.00,1.0,measured_or_calculated
17-651,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-651,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
14-145,edible_proportion,0.54,0.54,measured_or_calculated
14-146,edible_proportion,1.00,1.0,measured_or_calculated
14-146,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-273,edible_proportion,0.61,0.61,measured_or_calculated
14-378,edible_proportion,1,1.0,measured_or_calculated
14-378,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-378,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-379,edible_proportion,0.63,0.63,measured_or_calculated
14-379,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-379,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-151,edible_proportion,0.24,0.24,measured_or_calculated
13-835,edible_proportion,1.00,1.0,measured_or_calculated
17-078,edible_proportion,1.00,1.0,measured_or_calculated
17-078,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-276,edible_proportion,1.00,1.0,measured_or_calculated
13-277,edible_proportion,0.95,0.95,measured_or_calculated
13-274,edible_proportion,0.54,0.54,measured_or_calculated
17-668,edible_proportion,1.00,1.0,measured_or_calculated
17-668,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-114,edible_proportion,1.00,1.0,measured_or_calculated
17-114,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-893,edible_proportion,1.00,1.0,measured_or_calculated
14-875,edible_proportion,1.00,1.0,measured_or_calculated
14-875,nitrogen_conversion_factor,5.18,5.18,measured_or_calculated
14-875,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-588,edible_proportion,1.00,1.0,measured_or_calculated
13-588,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-588,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-279,edible_proportion,0.53,0.53,measured_or_calculated
17-809,edible_proportion,1.00,1.0,measured_or_calculated
17-679,edible_proportion,1.00,1.0,measured_or_calculated
17-679,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-679,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-654,edible_proportion,1.00,1.0,measured_or_calculated
17-654,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-654,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
15-822,edible_proportion,1.00,1.0,measured_or_calculated
19-605,edible_proportion,1.00,1.0,measured_or_calculated
19-326,edible_proportion,1.00,1.0,measured_or_calculated
19-326,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-326,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-506,edible_proportion,1.00,1.0,measured_or_calculated
19-613,edible_proportion,1.00,1.0,measured_or_calculated
14-152,edible_proportion,0.81,0.81,measured_or_calculated
14-826,edible_proportion,1.00,1.0,measured_or_calculated
14-339,edible_proportion,1.00,1.0,measured_or_calculated
14-339,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-339,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-352,edible_proportion,0.59,0.59,measured_or_calculated
14-352,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-352,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-353,edible_proportion,0.66,0.66,measured_or_calculated
14-353,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-353,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-354,edible_proportion,1.00,1.0,measured_or_calculated
14-354,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-354,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-355,edible_proportion,0.62,0.62,measured_or_calculated
14-355,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-355,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-356,edible_proportion,1.00,1.0,measured_or_calculated
14-356,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-356,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-159,edible_proportion,1.00,1.0,measured_or_calculated
14-160,edible_proportion,0.64,0.64,measured_or_calculated
14-161,edible_proportion,0.68,0.68,measured_or_calculated
14-357,edible_proportion,0.58,0.58,measured_or_calculated
14-357,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-357,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-358,edible_proportion,0.62,0.62,measured_or_calculated
14-358,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-358,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-296,edible_proportion,1.00,1.0,measured_or_calculated
14-296,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-296,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-309,edible_proportion,0.57,0.57,measured_or_calculated
14-328,edible_proportion,0.58,0.58,measured_or_calculated
14-328,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-517,edible_proportion,1.00,1.0,measured_or_calculated
12-585,edible_proportion,1.00,1.0,measured_or_calculated
15-628,edible_proportion,1.00,1.0,measured_or_calculated
15-628,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-1091,edible_proportion,1.00,1.0,measured_or_calculated
12-513,edible_proportion,1.00,1.0,measured_or_calculated
12-513,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-513,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-733,edible_proportion,1.00,1.0,measured_or_calculated
17-733,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-589,edible_proportion,1.00,1.0,measured_or_calculated
12-590,edible_proportion,1.00,1.0,measured_or_calculated
12-591,edible_proportion,1.00,1.0,measured_or_calculated
12-512,edible_proportion,1.00,1.0,measured_or_calculated
12-512,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-512,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-321,edible_proportion,1.00,1.0,measured_or_calculated
12-321,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-321,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-322,edible_proportion,1.00,1.0,measured_or_calculated
12-322,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-322,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-323,edible_proportion,1.00,1.0,measured_or_calculated
12-323,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-323,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-520,edible_proportion,1.00,1.0,measured_or_calculated
12-520,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-520,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-324,edible_proportion,1.00,1.0,measured_or_calculated
12-324,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-324,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-522,edible_proportion,1.00,1.0,measured_or_calculated
12-522,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-522,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-535,edible_proportion,1.00,1.0,measured_or_calculated
12-535,specific_gravity,1.06,1.06,measured_or_calculated
12-535,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-535,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-326,edible_proportion,1.00,1.0,measured_or_calculated
12-326,specific_gravity,1.06,1.06,measured_or_calculated
12-326,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-326,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-328,edible_proportion,1.00,1.0,measured_or_calculated
12-328,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-328,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-038,edible_proportion,1.00,1.0,measured_or_calculated
12-536,edible_proportion,1.00,1.0,measured_or_calculated
12-039,edible_proportion,1.00,1.0,measured_or_calculated
12-313,edible_proportion,1.00,1.0,measured_or_calculated
12-313,specific_gravity,1.03,1.03,measured_or_calculated
12-313,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-313,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-418,edible_proportion,1.00,1.0,measured_or_calculated
12-418,specific_gravity,1.03,1.03,measured_or_calculated
12-418,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-418,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-419,edible_proportion,1.00,1.0,measured_or_calculated
12-419,specific_gravity,1.03,1.03,measured_or_calculated
12-419,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-419,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-314,edible_proportion,1.00,1.0,measured_or_calculated
12-314,specific_gravity,1.03,1.03,measured_or_calculated
12-314,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-314,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-329,edible_proportion,1.00,1.0,measured_or_calculated
12-329,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-329,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-521,edible_proportion,1.00,1.0,measured_or_calculated
12-307,edible_proportion,1.00,1.0,measured_or_calculated
12-307,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-307,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-308,edible_proportion,1.00,1.0,measured_or_calculated
12-308,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-308,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-309,edible_proportion,1.00,1.0,measured_or_calculated
12-309,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-309,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-554,edible_proportion,1.00,1.0,measured_or_calculated
12-554,specific_gravity,1.03,1.03,measured_or_calculated
12-554,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-554,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-523,edible_proportion,1.00,1.0,measured_or_calculated
12-523,specific_gravity,1.03,1.03,measured_or_calculated
12-523,nitrogen_conversion_factor,5.71,5.71,measured_or_calculated
12-524,edible_proportion,1.00,1.0,measured_or_calculated
12-524,specific_gravity,0.99,0.99,measured_or_calculated
12-524,nitrogen_conversion_factor,5.71,5.71,measured_or_calculated
12-596,edible_proportion,1.00,1.0,measured_or_calculated
12-596,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-598,edible_proportion,1.00,1.0,measured_or_calculated
12-598,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-597,edible_proportion,1.00,1.0,measured_or_calculated
12-597,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-320,edible_proportion,1.00,1.0,measured_or_calculated
12-320,specific_gravity,1.03,1.03,measured_or_calculated
12-320,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-320,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-327,edible_proportion,1.00,1.0,measured_or_calculated
12-327,specific_gravity,1.09,1.09,measured_or_calculated
12-327,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-327,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-669,edible_proportion,1.00,1.0,measured_or_calculated
17-669,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
11-1092,edible_proportion,1.00,1.0,measured_or_calculated
11-848,edible_proportion,1.00,1.0,measured_or_calculated
11-848,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-848,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-765,edible_proportion,1.00,1.0,measured_or_calculated
17-765,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-852,edible_proportion,1.00,1.0,measured_or_calculated
11-825,edible_proportion,1.00,1.0,measured_or_calculated
11-825,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-825,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-707,edible_proportion,1.00,1.0,measured_or_calculated
17-811,edible_proportion,1.00,1.0,measured_or_calculated
13-837,edible_proportion,1.00,1.0,measured_or_calculated
13-836,edible_proportion,1.00,1.0,measured_or_calculated
13-836,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-886,edible_proportion,1.00,1.0,measured_or_calculated
13-884,edible_proportion,1.00,1.0,measured_or_calculated
17-059,edible_proportion,1.00,1.0,measured_or_calculated
16-093,edible_proportion,1.00,1.0,measured_or_calculated
16-094,edible_proportion,0.77,0.77,measured_or_calculated
16-092,edible_proportion,N,,present_amount_unknown
11-912,edible_proportion,1.00,1.0,measured_or_calculated
11-912,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-609,edible_proportion,1.00,1.0,measured_or_calculated
19-507,edible_proportion,1.00,1.0,measured_or_calculated
19-507,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
15-734,edible_proportion,1.00,1.0,measured_or_calculated
15-652,edible_proportion,1.00,1.0,measured_or_calculated
15-652,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-401,edible_proportion,1.00,1.0,measured_or_calculated
12-401,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-401,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-402,edible_proportion,1.00,1.0,measured_or_calculated
12-402,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-402,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-781,edible_proportion,1.00,1.0,measured_or_calculated
11-781,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-780,edible_proportion,1.00,1.0,measured_or_calculated
11-780,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-780,glycerol_conversion_factor,0.940,0.94,measured_or_calculated
11-1094,edible_proportion,1.00,1.0,measured_or_calculated
11-737,edible_proportion,1.00,1.0,measured_or_calculated
11-737,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-737,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-738,edible_proportion,1.00,1.0,measured_or_calculated
11-738,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-738,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1095,edible_proportion,1.00,1.0,measured_or_calculated
11-541,edible_proportion,1.00,1.0,measured_or_calculated
11-541,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-541,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-542,edible_proportion,1.00,1.0,measured_or_calculated
11-542,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-542,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
14-168,edible_proportion,1.00,1.0,measured_or_calculated
14-169,edible_proportion,1.00,1.0,measured_or_calculated
14-170,edible_proportion,1.00,1.0,measured_or_calculated
16-096,edible_proportion,1.00,1.0,measured_or_calculated
16-095,edible_proportion,0.50,0.5,measured_or_calculated
16-097,edible_proportion,0.55,0.55,measured_or_calculated
16-099,edible_proportion,1.00,1.0,measured_or_calculated
16-100,edible_proportion,0.47,0.47,measured_or_calculated
16-098,edible_proportion,0.23,0.23,measured_or_calculated
17-416,edible_proportion,1.00,1.0,measured_or_calculated
13-288,edible_proportion,1.00,1.0,measured_or_calculated
13-289,edible_proportion,1.00,1.0,measured_or_calculated
13-290,edible_proportion,1.00,1.0,measured_or_calculated
13-291,edible_proportion,1.00,1.0,measured_or_calculated
13-292,edible_proportion,1.00,1.0,measured_or_calculated
13-293,edible_proportion,0.70,0.7,measured_or_calculated
13-295,edible_proportion,1.00,1.0,measured_or_calculated
13-294,edible_proportion,1.00,1.0,measured_or_calculated
13-546,edible_proportion,1.00,1.0,measured_or_calculated
13-546,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-546,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-507,edible_proportion,1.00,1.0,measured_or_calculated
13-507,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-545,edible_proportion,1.00,1.0,measured_or_calculated
13-545,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-505,edible_proportion,0.96,0.96,measured_or_calculated
13-505,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-506,edible_proportion,1.00,1.0,measured_or_calculated
13-506,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-411,edible_proportion,0.57,0.57,measured_or_calculated
16-411,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-411,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
16-390,edible_proportion,1.00,1.0,measured_or_calculated
16-390,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-390,glycerol_conversion_factor,0.700,0.7,measured_or_calculated
16-497,edible_proportion,0.32,0.32,measured_or_calculated
16-497,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-297,edible_proportion,1.00,1.0,measured_or_calculated
13-297,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-299,edible_proportion,1.00,1.0,measured_or_calculated
13-298,edible_proportion,N,,present_amount_unknown
17-362,edible_proportion,1.00,1.0,measured_or_calculated
17-362,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-362,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-839,edible_proportion,1.00,1.0,measured_or_calculated
17-363,edible_proportion,1.00,1.0,measured_or_calculated
17-364,edible_proportion,1.00,1.0,measured_or_calculated
17-365,edible_proportion,1.00,1.0,measured_or_calculated
14-380,edible_proportion,1,1.0,measured_or_calculated
14-380,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-380,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-381,edible_proportion,0.92,0.92,measured_or_calculated
14-381,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-381,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
11-719,edible_proportion,1.00,1.0,measured_or_calculated
11-719,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-719,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-941,edible_proportion,1.00,1.0,measured_or_calculated
11-941,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-941,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-1096,edible_proportion,1.00,1.0,measured_or_calculated
11-724,edible_proportion,1.00,1.0,measured_or_calculated
11-724,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-724,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-942,edible_proportion,1.00,1.0,measured_or_calculated
11-942,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-942,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
11-725,edible_proportion,1.00,1.0,measured_or_calculated
11-725,nitrogen_conversion_factor,5.95,5.95,measured_or_calculated
11-725,glycerol_conversion_factor,0.820,0.82,measured_or_calculated
17-814,edible_proportion,1.00,1.0,measured_or_calculated
15-216,edible_proportion,1.00,1.0,measured_or_calculated
15-215,edible_proportion,1.00,1.0,measured_or_calculated
15-218,edible_proportion,1.00,1.0,measured_or_calculated
15-217,edible_proportion,1.00,1.0,measured_or_calculated
